案例,URL,關鍵字,標籤
臺灣臺中地方法院 103 年度建字第 50 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c103%2c%e5%bb%ba%2c50%2c20180417%2c4&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+50+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 豪雨",
臺灣臺中地方法院 103 年度建字第 95 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c103%2c%e5%bb%ba%2c95%2c20180111%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+95+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,戰爭,
臺灣臺中地方法院 103 年度建字第 98 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c103%2c%e5%bb%ba%2c98%2c20161028%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+103+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+98+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣臺中地方法院 104 年度仲訴字第 3 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c104%2c%e4%bb%b2%e8%a8%b4%2c3%2c20161207%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e4%bb%b2%e8%a8%b4%e5%ad%97%e7%ac%ac+3+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地形",
臺灣臺中地方法院 104 年度建字第 106 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c104%2c%e5%bb%ba%2c106%2c20161222%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+106+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺中地方法院 104 年度建字第 112 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=104%2c%e5%bb%ba%2c112%2c20190621%2c3&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2104%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac112%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地形,
臺灣臺中地方法院 104 年度建字第 116 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=104%2c%e5%bb%ba%2c116%2c20190214%2c1&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2104%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac116%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地形,
臺灣臺中地方法院 104 年度建字第 131 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c104%2c%e5%bb%ba%2c131%2c20171018%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+131+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"戰爭, 地質",
臺灣臺中地方法院 104 年度建字第 39 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=104%2c%e5%bb%ba%2c39%2c20191009%2c1&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2104%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac39%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"戰爭, 地質, 地貌, 地形",
臺灣臺中地方法院 104 年度建字第 49 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c104%2c%e5%bb%ba%2c49%2c20170629%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+104+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+49+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 風災, 風災, 颱風, 豪雨",
臺灣臺中地方法院 105 年度建字第 10 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c105%2c%e5%bb%ba%2c10%2c20170628%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+10+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 陰雨",
臺灣臺中地方法院 105 年度建字第 123 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c105%2c%e5%bb%ba%2c123%2c20180131%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+123+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺中地方法院 105 年度建字第 125 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c105%2c%e5%bb%ba%2c125%2c20180517%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+125+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺中地方法院 105 年度建字第 56 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c105%2c%e5%bb%ba%2c56%2c20171012%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+105+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+56+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地下水位, 淹水",
臺灣臺中地方法院 106 年度建字第 142 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e5%bb%ba%2c142%2c20190221%2c1&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2106%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac142%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 地質, 地形",
臺灣臺中地方法院 106 年度建字第 2 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c106%2c%e5%bb%ba%2c2%2c20171003%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+106+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+2+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺中地方法院 106 年度建字第 36 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e5%bb%ba%2c36%2c20200206%2c1&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2106%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac36%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"颱風, 豪雨",
臺灣臺中地方法院 106 年度建字第 69 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=106%2c%e5%bb%ba%2c69%2c20201228%2c1&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2106%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac69%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,"地下水位, 陰雨, 豪雨, 颱風, 地質",
臺灣臺中地方法院 107 年度建字第 15 號民事判決,https://judgment.judicial.gov.tw/FILES/TCDV/107%2c%e5%bb%ba%2c15%2c20211008%2c1.pdf,"颱風, 地質, 地下水位, 地形",
臺灣臺中地方法院 108 年度建字第 16 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=108%2c%e5%bb%ba%2c16%2c20210308%2c2&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2108%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac16%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,地質,
臺灣臺中地方法院 108 年度建字第 46 號民事判決,https://judgment.judicial.gov.tw/FILES/TCDV/108%2c%e5%bb%ba%2c46%2c20230222%2c1.pdf,地質,
臺灣臺中地方法院 109 年度建字第 16 號民事判決,https://judgment.judicial.gov.tw/PdfWithLine/GetPDF.ashx?jrecno=109%2c%e5%bb%ba%2c16%2c20210303%2c1&tablename=TCDV&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2109%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac16%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba,颱風,
臺灣臺中地方法院 109 年度重訴字第 93 號民事判決,https://judgment.judicial.gov.tw/FILES/TCDV/109%2c%e9%87%8d%e8%a8%b4%2c93%2c20220527%2c1.pdf,"地質, 地形",
臺灣臺中地方法院 91 年度重訴字第 1376 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c91%2c%e9%87%8d%e8%a8%b4%2c1376%2c20060418%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+91+%e5%b9%b4%e5%ba%a6%e9%87%8d%e8%a8%b4%e5%ad%97%e7%ac%ac+1376+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地貌, 地形",
臺灣臺中地方法院 94 年度建字第 44 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c94%2c%e5%bb%ba%2c44%2c20060207%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+94+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+44+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,豪雨,
臺灣臺中地方法院 96 年度建字第 16 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c96%2c%e5%bb%ba%2c16%2c20090710%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+16+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"豪雨, 地震",
臺灣臺中地方法院 96 年度建字第 91 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c96%2c%e5%bb%ba%2c91%2c20091231%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+96+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+91+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"風災, 地震",
臺灣臺中地方法院 97 年度建字第 108 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c97%2c%e5%bb%ba%2c108%2c20091020%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+108+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺中地方法院 97 年度建字第 193 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c97%2c%e5%bb%ba%2c193%2c20100521%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+193+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地形",
臺灣臺中地方法院 97 年度建字第 28 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c97%2c%e5%bb%ba%2c28%2c20090623%2c3&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+28+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺中地方法院 97 年度建字第 29 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c97%2c%e5%bb%ba%2c29%2c20091014%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+29+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地震,
臺灣臺中地方法院 97 年度建字第 72 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c97%2c%e5%bb%ba%2c72%2c20080815%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+97+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+72+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地形,
臺灣臺中地方法院 98 年度仲訴字第 4 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e4%bb%b2%e8%a8%b4%2c4%2c20091204%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e4%bb%b2%e8%a8%b4%e5%ad%97%e7%ac%ac+4+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,水災,
臺灣臺中地方法院 98 年度建字第 117 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e5%bb%ba%2c117%2c20110428%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+117+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 風災, 風災, 颱風, 洪水, 水災, 豪雨, 地形",
臺灣臺中地方法院 98 年度建字第 117 號民事裁定,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e5%bb%ba%2c117%2c20110822%2c5&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+117+%e8%99%9f%e6%b0%91%e4%ba%8b%e8%a3%81%e5%ae%9a&lawpara=&ot=in,"颱風, 地貌, 地形",
臺灣臺中地方法院 98 年度建字第 129 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e5%bb%ba%2c129%2c20110520%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+129+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺中地方法院 98 年度建字第 159 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e5%bb%ba%2c159%2c20100416%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+159+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位",
臺灣臺中地方法院 98 年度建字第 36 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e5%bb%ba%2c36%2c20100415%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+36+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺中地方法院 98 年度建字第 96 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c98%2c%e5%bb%ba%2c96%2c20110531%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+98+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+96+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,地質,
臺灣臺中地方法院 99 年度建字第 123 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c99%2c%e5%bb%ba%2c123%2c20140307%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+123+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地貌, 風災, 風災, 颱風, 水災, 豪雨, 地質, 地形",
臺灣臺中地方法院 99 年度建字第 92 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TCDV%2c99%2c%e5%bb%ba%2c92%2c20110218%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e4%b8%ad%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+99+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+92+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"豪雨, 地形",
臺灣臺北地方法院 100 年度建字第 103 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c100%2c%e5%bb%ba%2c103%2c20111229%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+103+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地震",
臺灣臺北地方法院 100 年度建字第 107 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c100%2c%e5%bb%ba%2c107%2c20111028%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+107+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺北地方法院 100 年度建字第 228 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c100%2c%e5%bb%ba%2c228%2c20130315%2c2&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+228+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地下水位, 洪水",
臺灣臺北地方法院 100 年度建字第 279 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c100%2c%e5%bb%ba%2c279%2c20120410%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+279+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"地質, 地下水位, 地形",
臺灣臺北地方法院 100 年度建字第 36 號民事判決,https://judgment.judicial.gov.tw/FILES/TPDV/100%2c%e5%bb%ba%2c36%2c20200923%2c3.pdf,颱風,
臺灣臺北地方法院 100 年度建字第 364 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c100%2c%e5%bb%ba%2c364%2c20130731%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+100+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+364+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質, 地震",
臺灣臺北地方法院 101 年度建字第 122 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c101%2c%e5%bb%ba%2c122%2c20131217%2c6&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+122+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
臺灣臺北地方法院 101 年度建字第 141 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c101%2c%e5%bb%ba%2c141%2c20121211%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+141+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,"颱風, 地質",
臺灣臺北地方法院 101 年度建字第 216 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c101%2c%e5%bb%ba%2c216%2c20130329%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+216+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,風災,
臺灣臺北地方法院 101 年度建字第 241 號民事判決,https://judgment.judicial.gov.tw/EXPORTFILE/ExportToPdf.aspx?type=JD&id=TPDV%2c101%2c%e5%bb%ba%2c241%2c20130306%2c1&fname=%e8%87%ba%e7%81%a3%e8%87%ba%e5%8c%97%e5%9c%b0%e6%96%b9%e6%b3%95%e9%99%a2+101+%e5%b9%b4%e5%ba%a6%e5%bb%ba%e5%ad%97%e7%ac%ac+241+%e8%99%9f%e6%b0%91%e4%ba%8b%e5%88%a4%e6%b1%ba&lawpara=&ot=in,颱風,
